citation,agency,organization,journal,university,book
"SAFMC. 1998. Comprehensive Amendment Addressing Essential Fish Habitat in Fishery Management Plans of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 2002. Fishery Management Plan for Pelagic Sargassum Habitat of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 2003. Fishery Management Plan for the Dolphin and Wahoo Fishery of the Atlantic. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 2008. Final Amendment 7 to the Fishery Management Plan for the Shrimp Fishery of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 2009. Fishery Ecosystem Plan of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 2012. Amendment 9 to the Fishery Management Plan for the Shrimp Fishery of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 2013. Amendment 8 to the Fishery Management Plan for Coral, Coral Reefs, and Live/Hard Bottom Habitats of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"Schmid, J.R., and A. Woodhead. 2000. Von Bertalanffy growth models for wild Kemp’s ridley turtles: analysis of the NMFS Miami Laboratory tagging database. U. S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southeast Fisheries Science Center, Miami, Florida. ",NOAA,,,,
"Scott-Denton, E., J.A. Williams, and J.R. Pulver. 2014. Observer coverage of the 2014 Gulf of Mexico skimmer trawl fishery. NOAA Technical Memorandum NMFS-SEFSC-666, 27 pp. ",NOAA,,,,
"Seminoff, J.A. 2004. Global status assessment green turtle (Chelonia mydas). Marine Turtle Specialist Group, The World Conservation Union (IUCN), Gland, Switzerland. ",,Organization,,,
"Seminoff, J.A., C.D. Allen, G.H. Balazs, P.H. Dutton, T. Eguchi, H.L. Haas, S.A. Hargrove, M.P. Jensen, D.L. Klemm, A.M. Lauritsen, S.L. MacPherson, P. Opay, E.E. Possardt, S.L. Pultz, E.E. Seney, K.S. Van Houtan, and R.S. Waples. 2015. Status review of the green turtle (Chelonia Mydas) under the Endangered Species Act. NOAA Technical Memorandum, NMFS-SWFSC-539. ",NOAA,,,,
"Shaver, D.J. 2004. Kemp’s ridley sea turtle project at Padre Island National Seashore and Texas sea turtle nesting and stranding 2002 report. Unpublished report, Department of the Interior, U.S. National Park Service. ",US DOI,,,,
"Shigenaka G., R.Z. Hoff, R.A. Yender, and A.J. Mearns. 2010. Oil and sea turtles: biology, planning and response. National Oceanic and Atmospheric Administration National Ocean Service, Office of Response and Restoration. ",NOAA,,,,
"Simpfendorfer, C.A., and T.R. Wiley. 2004. Determination of the distribution of Florida’s remnant sawfish population, and identification of areas critical to their conservation. Mote Marine Laboratory Technical Report, July 2, 2004, 37 pp. ",,Organization,,,
"Snover, M.L. 2002. Growth and ontogeny of sea turtles using skeletochronology: methods, validation and application to conservation. Duke University. ",,,,University,
"Soldevilla, M.S., L.P. Garrison, E. Scott-Denton, and J.M. Nance. 2015. Estimation of marine mammal bycatch mortality in the Gulf of Mexico shrimp otter trawl fishery. NOAA Tech. Memo. NMFS-SEFSC-672, 70 pp. ",NOAA,,,,
"Spotila, J. 2004. Sea turtles: a complete guide to their biology, behavior, and conservation. Johns Hopkins University Press, Baltimore, Maryland. ",,,,University,
"Stacy, B.A., J.L. Keene, and B.A. Schroeder. 2016. Report of the technical expert workshop: developing national criteria for assessing post-interaction mortality of sea turtles in trawl, net, and pot/trap fisheries. NOAA Technical Memorandum NMFS-OPR-53, 110 pp. ",NOAA,,,,
"Stapleton, S., and C. Stapleton. 2006. Tagging and nesting research on hawksbill turtles (Eretmochelys imbricata) at Jumby Bay, Long Island, Antigua, West Indies: 2005 annual report. Jumby Bay Island Company, Ltd. ",,Organization,,,
"Stokes, L., and J. Gearhart. 2016. Summary of Kemp’s ridley and green sea turtle morphometric data in the Southeastern U.S. Atlantic Ocean and Gulf of Mexico. SEFSC Contribution PRBD-2016-01. 28 pp. ",NOAA,,,,
"TEWG. 1998. An assessment of the Kemp’s ridley (Lepidochelys kempii) and loggerhead (Caretta caretta) sea turtle populations in the Western North Atlantic. NOAA Technical Memorandum NMFS-SEFSC-409, 99 pp. ",NOAA,,,,
"TEWG. 2000. Assessment update for the Kemp’s ridley and loggerhead sea turtle populations in the Western North Atlantic. NOAA Technical Memorandum NMFS-SEFSC-444, 115 pp. ",NOAA,,,,
"TEWG. 2007. An assessment of the leatherback turtle population in the Atlantic Ocean. NOAA Technical Memorandum NMFS-SEFSC-555, 116 pp. ",NOAA,,,,
"TEWG. 2009. An assessment of the loggerhead turtle population in the Western North Atlantic Ocean. NOAA Technical Memorandum NMFS-SEFSC-575, 131 pp. ",NOAA,,,,
"Tiwari, M., B.P. Wallace, and M. Girondot. 2013. Dermochelys coriacea (Northwest Atlantic Ocean subpopulation). The IUCN Red List of Threatened Species (e.T46967827A46967830. http://dx.doi.org/10.2305/IUCN.UK.2013-2.RLTS.T46967827A46967830.en). ",,Organization,,,
"Travis, M. 2010. Analysis of Gulf Shrimp Moratorium Permits. NOAA Fisheries Service, Southeast Regional Office, St. Petersburg, Florida, 22 pp. ",NOAA,,,,
"Tucker, A.D. 1988. A summary of leatherback turtle Dermochelys coriacea nesting at Culebra, Puerto Rico from 1984-1987 with management recommendations. U.S. Fish and Wildlife Service. ",US FWS,,,,
"USFWS. 2001. Florida manatee recovery plan, (Trichechus manatus latirostris),third revision. U.S. Fish and Wildlife Service, Atlanta, Georgia, 144 pp. plus appendices. ",US FWS,,,,
"USFWS. 2007. 5-year review of West Indian manatee (Trichechus manatus). Includes both subspecies: Florida manatee, Trichechus manatus latirostris, and Antillean manatee, Trichechus manatus manatus (in Puerto Rico and the U.S. Virgin Islands). USFWS Southeast Region; Jacksonville, Florida, and Boquerón, Puerto Rico. ",US FWS,,,,
"USFWS and NMFS. 1992. Recovery plan for the Kemp’s ridley sea turtle (Lepidochelys kempii). National Marine Fisheries Service, St. Petersburg, Florida, 40 pp. ",US FWS,,,,
"USFWS and NMFS. 2009. Gulf Sturgeon (Acipenser oxyrinchus desotoi) 5-year review: summary and evaluation. National Marine Fisheries Service, St. Petersburg, Florida, 65 pp. ",US FWS,,,,
"USFWS, GSMFC, and NMFS. 1995. U.S. Gulf sturgeon recovery/management plan. Atlanta, Georgia, 170 pp. ",US FWS,,,,
"Van Dam, R.P., and L. Sarti. 1989. Sea turtle biology and conservation on Mona Island, Puerto Rico. Report for 1989. ",,Organization,,,
"Van Dam, R., L. Sarti, and D. Pares J. 1991. The hawksbills of Mona Island, Puerto Rico: report for 1990. Sociedad Chelonia and Departmento, Recursos Naturales, Puerto Rico. ",,Organization,,,
"Wershoven, J.L., and R.W. Wershoven. 1992. Juvenile green turtles in their nearshore habitat of Broward County, Florida: a five year review. In: Proceedings of the 11th Annual Workshop on Sea Turtle Biology and Conservation, M. Salmon and J. Wyneken (compilers). NOAA Technical Memorandum NMFS-SEFC-302:121-123. ",NOAA,,,,
"Whiting, S.D. 2000. The foraging ecology of juvenile green (Chelonia mydas) and hawksbill (Eretmochelys imbricata) sea turtles in north-western Australia. Northern Territory University, Darwin, Australia. ",,,,University,
"Wilkinson, C. 2004. Status of coral reefs of the world: 2004. Australian Institute of Marine Science, ISSN 1447-6185. ",,,,,Book
"Wilson, D., R. Billings, R. Chang, H. Perez, and J. Sellers. 2014. Year 2011 Gulfwide emissions inventory study. U.S. Department of the Interior, Bureau of Ocean Energy Management, Gulf of Mexico OCS Region, New Orleans, Louisiana. OCS Study BOEM 2014-666. ",US DOI,,,,
"Witherington, B.E. 1994. Flotasm, jetsam, post-hatchling loggerheads, and the advecting surface smorgasbord. In: Proceedings of the 14th Annual Symposium of Sea Turtle Biology and Conservation, pp. 166-168, K.A. Bjorndal, A.B. Bolten, D.A. Johnson, and P.J. Eliazar (eds.). NOAA Technical Memorandum NMFS-SEFSC-351. ",NOAA,,,,
"Witzell, W.N. 1983. Synopsis of biological data on the hawksbill sea turtle, Eretmochelys imbricata (Linnaeus, 1766). Food and Agricultural Organization of the United Nations, Rome. ",,Organization,,,
